wavelength_nm,mean_of_treatments_absorptance_fraction_model,mean_of_treatments_transmittance_fraction_model,mean_of_treatments_reflectance_fraction_model,mean_of_treatments_absorptance_fraction_raw_digitized,mean_of_treatments_absorptance_fraction_implied_from_rt_raw,mean_of_treatments_absorptance_fraction_implied_from_rt,mean_of_treatments_absorptance_basis,mean_of_treatments_rt_model_adjustment,o_plus_fr_absorptance_fraction_model,o_plus_fr_transmittance_fraction_model,o_plus_fr_reflectance_fraction_model,o_plus_fr_absorptance_fraction_raw_digitized,o_plus_fr_absorptance_fraction_implied_from_rt_raw,o_plus_fr_absorptance_fraction_implied_from_rt,o_plus_fr_absorptance_basis,o_plus_fr_rt_model_adjustment,orange_absorptance_fraction_model,orange_transmittance_fraction_model,orange_reflectance_fraction_model,orange_absorptance_fraction_raw_digitized,orange_absorptance_fraction_implied_from_rt_raw,orange_absorptance_fraction_implied_from_rt,orange_absorptance_basis,orange_rt_model_adjustment,r_plus_fr_absorptance_fraction_model,r_plus_fr_transmittance_fraction_model,r_plus_fr_reflectance_fraction_model,r_plus_fr_absorptance_fraction_raw_digitized,r_plus_fr_absorptance_fraction_implied_from_rt_raw,r_plus_fr_absorptance_fraction_implied_from_rt,r_plus_fr_absorptance_basis,r_plus_fr_rt_model_adjustment,red_absorptance_fraction_model,red_transmittance_fraction_model,red_reflectance_fraction_model,red_absorptance_fraction_raw_digitized,red_absorptance_fraction_implied_from_rt_raw,red_absorptance_fraction_implied_from_rt,red_absorptance_basis,red_rt_model_adjustment
414,0.8909068376348367,0.021349220386780166,0.08774394197838314,0.8909068376348367,0.8870480072380964,0.8870480072380964,mean_of_treatment_models,mean_of_treatment_models,0.8792256601094405,0.029300588519770056,0.09147375137078947,0.8792256601094405,0.8916432967289581,0.8916432967289581,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9199222468688443,0.011320506480515125,0.06875724665064059,0.9199222468688443,0.9234295325918009,0.9234295325918009,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.86396306309221,0.029326959508094576,0.10670997739969539,0.86396306309221,0.8465748229694323,0.8465748229694323,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.900516380468852,0.015448827038740903,0.08403479249240714,0.900516380468852,0.8865443766621941,0.8865443766621941,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
415,0.8826412374649941,0.02199458361852608,0.09536417891647975,0.8826412374649941,0.881226042426499,0.881226042426499,mean_of_treatment_models,mean_of_treatment_models,0.8804108995371924,0.02766000037891101,0.09192910008389656,0.8804108995371924,0.8854232292669474,0.8854232292669474,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.901240152584393,0.013023899935395954,0.08573594748021099,0.901240152584393,0.9133889033452411,0.9133889033452411,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8493285407221982,0.03144649714922621,0.11922496212857557,0.8493285407221982,0.8415088043230429,0.8415088043230429,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.899585357016193,0.01584793701057114,0.08456670597323585,0.899585357016193,0.8845832327707644,0.8845832327707644,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
416,0.8881488369513917,0.021431168727788302,0.0904199943208201,0.8881488369513917,0.8812686668870031,0.8812686668870031,mean_of_treatment_models,mean_of_treatment_models,0.8815961389649445,0.02741649399575097,0.09098736703930453,0.8815961389649445,0.8846326710790771,0.8846326710790771,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9168681629211438,0.011723220115353086,0.0714086169635031,0.9168681629211438,0.9147714687391606,0.9147714687391606,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8578310374268405,0.02996066451282823,0.11220829806033125,0.8578310374268405,0.8430217917470495,0.8430217917470495,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8963000084926376,0.016624296287220917,0.0870756952201415,0.8963000084926376,0.8826487359827253,0.8826487359827253,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
417,0.8903235652942729,0.02204496558146667,0.08763146912426038,0.8903235652942729,0.8852262841987344,0.8852262841987344,mean_of_treatment_models,mean_of_treatment_models,0.8825895590733082,0.027518240898709252,0.08989220002798258,0.8825895590733082,0.8851161087779692,0.8851161087779692,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9196603523105029,0.012116448187008527,0.06822319950248856,0.9196603523105029,0.9163480100813886,0.9163480100813886,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8636092755661107,0.03059625883834472,0.1057944655955446,0.8636092755661107,0.8525169491643864,0.8525169491643864,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8954350742271701,0.01794891440180418,0.08661601137102576,0.8954350742271701,0.8869240687711933,0.8869240687711933,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
418,0.8932733057918065,0.022398614203534506,0.08432808000465902,0.8932733057918065,0.8893918045236369,0.8893918045236369,mean_of_treatment_models,mean_of_treatment_models,0.883472170771814,0.027643440429005305,0.08888438879918074,0.883472170771814,0.8855995464768615,0.8855995464768615,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9224525416998621,0.012225870382281097,0.06532158791785678,0.9224525416998621,0.9182490829563715,0.9182490829563715,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8693875137053809,0.03131907303075185,0.09929341326386724,0.8693875137053809,0.8620121065817232,0.8620121065817232,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8977809969901689,0.01840607297209977,0.08381293003773133,0.8977809969901689,0.8917064820795912,0.8917064820795912,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
419,0.8968355219997568,0.022446903469469905,0.08071757453077327,0.8968355219997568,0.8926911794001087,0.8926911794001087,mean_of_treatment_models,mean_of_treatment_models,0.8843547824703197,0.027782814837290403,0.08786240269238987,0.8843547824703197,0.8861502617472959,0.8861502617472959,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9252447310892213,0.012273535678123025,0.062481733232655635,0.9252447310892213,0.9201776643658407,0.9201776643658407,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8776156546863185,0.030897989088918658,0.09148635622476282,0.8776156546863185,0.8678608873550651,0.8678608873550651,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9001269197531677,0.018833274273547543,0.08103980597328475,0.9001269197531677,0.896575904132233,0.896575904132233,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
420,0.8998221232420933,0.022478470408456196,0.07769940634945056,0.8998221232420933,0.8940720910722373,0.8940720910722373,mean_of_treatment_models,mean_of_treatment_models,0.8852373941688255,0.02834290608511401,0.08641969974606048,0.8852373941688255,0.8866524685605697,0.8866524685605697,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9248111127820687,0.012463135840858354,0.06272575137707291,0.9248111127820687,0.9196275625461041,0.9196275625461041,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8867671435013122,0.030583132636413612,0.08264972386227414,0.8867671435013122,0.8727012490943065,0.8727012490943065,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9024728425161664,0.018524707071438808,0.07900245041239476,0.9024728425161664,0.8973070840879692,0.8973070840879692,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
421,0.9002409571959678,0.02301112732347385,0.07674791548055832,0.9002409571959678,0.8942030971229908,0.8942030971229908,mean_of_treatment_models,mean_of_treatment_models,0.8861200058673313,0.02908743729881961,0.08479255683384908,0.8861200058673313,0.8869024854697178,0.8869024854697178,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9234274315504712,0.01281143865214696,0.06376112979738181,0.9234274315504712,0.9190774607263674,0.9190774607263674,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8890377028459773,0.031922277748670104,0.07904001940535263,0.8890377028459773,0.8769363915558668,0.8769363915558668,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9023786885200915,0.018223355594258736,0.07939795588564975,0.9023786885200915,0.8938960507400118,0.8938960507400118,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
422,0.9001437647896627,0.023320524346065172,0.07653571086427209,0.9001437647896627,0.8924613830668897,0.8924613830668897,mean_of_treatment_models,mean_of_treatment_models,0.8870026175658371,0.029821280787985783,0.08317610164617711,0.8870026175658371,0.887152502378866,0.887152502378866,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9220437503188738,0.013479918348064472,0.06447633133306177,0.9220437503188738,0.9181261472884908,0.9181261472884908,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8897845035311849,0.03189753854121028,0.07831795792760485,0.8897845035311849,0.874140403722133,0.874140403722133,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9017441877427552,0.01808335970700015,0.08017245255024463,0.9017441877427552,0.8904264788780691,0.8904264788780691,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
423,0.8993388684530035,0.02384362625684027,0.07681750529015619,0.8993388684530035,0.8918111984846435,0.8918111984846435,mean_of_treatment_models,mean_of_treatment_models,0.8850544135429265,0.03131558817803674,0.08362999827903679,0.8850544135429265,0.8874025192880142,0.8874025192880142,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9206600690872764,0.01481636257070118,0.06452356834202244,0.9206600690872764,0.9205939902793266,0.9205939902793266,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8905313042163925,0.03128656148200883,0.07818213430159868,0.8905313042163925,0.8722913773551069,0.8722913773551069,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9011096869654188,0.017955992796614337,0.08093432023796684,0.9011096869654188,0.8869569070161266,0.8869569070161266,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
424,0.8943646188308343,0.024929047316020043,0.0807063338531457,0.8943646188308343,0.8900953448524389,0.8900953448524389,mean_of_treatment_models,mean_of_treatment_models,0.8767271261588071,0.03312872116524537,0.09014415267594753,0.8767271261588071,0.8877054135139935,0.8877054135139935,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9184493450637992,0.01592557017320869,0.06562508476299216,0.9184493450637992,0.9206282267549357,0.9206282267549357,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8837303708856203,0.03277682550634732,0.08349280360803234,0.8837303708856203,0.8705138282599565,0.8705138282599565,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8985516332151104,0.017885072419278784,0.08356329436561077,0.8985516332151104,0.8815339108808699,0.8815339108808699,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
425,0.8894825721387192,0.02519633283419487,0.0853210950270859,0.8894825721387192,0.8854292651243014,0.8854292651243014,mean_of_treatment_models,mean_of_treatment_models,0.8714564019884455,0.03363026911653146,0.094913328895023,0.8714564019884455,0.8877353716411469,0.8877353716411469,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9159672754523996,0.0157203113665253,0.06831241318107506,0.9159672754523996,0.9139440833952797,0.9139440833952797,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8765931278384618,0.033582255054747004,0.08982461710679122,0.8765931278384618,0.8658504067299805,0.8658504067299805,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.89391348327557,0.017852495798975722,0.08823402092545432,0.89391348327557,0.8741871987307985,0.8741871987307985,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget
426,0.8889032857581416,0.024488455306742554,0.0866082589351158,0.8889032857581416,0.8845058977172437,0.8845058977172437,mean_of_treatment_models,mean_of_treatment_models,0.8742361950826281,0.03200739001471742,0.09375641490265452,0.8742361950826281,0.8877653297683004,0.8877653297683004,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9134852058410001,0.01484080836064175,0.07167398579835813,0.9134852058410001,0.9082121066868252,0.9082121066868252,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8776465263867498,0.03228789389432682,0.09006557971892341,0.8776465263867498,0.8616521761777538,0.8616521761777538,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8902452157221886,0.018817728957284226,0.09093705532052715,0.8902452157221886,0.8803939782360957,0.8803939782360957,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
427,0.8920331049992896,0.024103574229780572,0.08386332077092987,0.8920331049992896,0.8877744354658712,0.8877744354658712,mean_of_treatment_models,mean_of_treatment_models,0.8770159881768105,0.030678953927003667,0.09230505789618584,0.8770159881768105,0.8874849261935844,0.8874849261935844,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9163134739118924,0.014431222294082202,0.06925530379402535,0.9163134739118924,0.9107423873985013,0.9107423873985013,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.879091333846521,0.032487309455958756,0.0884213566975202,0.879091333846521,0.8628374537643639,0.8628374537643639,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.8957116240619343,0.018816811242077666,0.08547156469598806,0.8957116240619343,0.8900329745070356,0.8900329745070356,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
428,0.8954691458058253,0.023910536284362148,0.08062031790981253,0.8954691458058253,0.8912405635374501,0.8912405635374501,mean_of_treatment_models,mean_of_treatment_models,0.880138466809836,0.02981537644404446,0.09004615674611956,0.880138466809836,0.8865562402808213,0.8865562402808213,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.920023942705493,0.014133509255960217,0.06584254803854675,0.920023942705493,0.9149030425193462,0.9149030425193462,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8805361413062922,0.032805040249445055,0.08665881844426272,0.8805361413062922,0.8638310005716575,0.8638310005716575,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.90117803240168,0.018888219187998864,0.0799337484103211,0.90117803240168,0.8996719707779753,0.8996719707779753,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
429,0.8991421884212438,0.023603283631093874,0.07725452794766233,0.8991421884212438,0.893776749414814,0.893776749414814,mean_of_treatment_models,mean_of_treatment_models,0.8844283778942184,0.029106113639183393,0.08646550846659826,0.8844283778942184,0.88734926676709,0.88734926676709,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9237344114990937,0.013749815332412282,0.06251577316849397,0.9237344114990937,0.9185470032235092,0.9185470032235092,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8817615235502374,0.033177517860967655,0.08506095858879496,0.8817615235502374,0.8648245473789511,0.8648245473789511,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9066444407414257,0.01837968769181216,0.07497587156676215,0.9066444407414257,0.9043861802897056,0.9043861802897056,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
430,0.9018593129195187,0.023605850766944884,0.07453483631353636,0.9018593129195187,0.8957523464392996,0.8957523464392996,mean_of_treatment_models,mean_of_treatment_models,0.8887182889786007,0.028672749000084423,0.08260896202131485,0.8887182889786007,0.88930320159768,0.88930320159768,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9265518146946897,0.013435923516051872,0.0600122617892584,0.9265518146946897,0.9215561365635613,0.9215561365635613,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8822711194520643,0.03338385324557435,0.08434502730236138,0.8822711194520643,0.8643428205920944,0.8643428205920944,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9098960285527203,0.018930877306068888,0.07117309414121077,0.9098960285527203,0.9078072270038626,0.9078072270038626,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
431,0.9044749834238779,0.023474440683411854,0.0720505758927102,0.9044749834238779,0.8972797415209353,0.8972797415209353,mean_of_treatment_models,mean_of_treatment_models,0.8930082000629831,0.02806398261016662,0.0789278173268503,0.8930082000629831,0.8914608667176362,0.8914608667176362,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9290836818853386,0.013206622804320951,0.057709695310340425,0.9290836818853386,0.9245240391155556,0.9245240391155556,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.8827807153538911,0.03318172776710259,0.08403755687900628,0.8827807153538911,0.8622077559932795,0.8622077559932795,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9130273363932989,0.01944542955205726,0.06752723405464384,0.9130273363932989,0.9109263042572702,0.9109263042572702,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
432,0.9070237685042901,0.02295223710484949,0.07002399439086028,0.9070237685042901,0.8984091467640368,0.8984091467640368,mean_of_treatment_models,mean_of_treatment_models,0.8970305694515779,0.02743678094471817,0.07553264960370394,0.8970305694515779,0.8940786108895457,0.8940786108895457,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.9316155490759876,0.012979084657660145,0.05540536626635221,0.9316155490759876,0.9274919416675498,0.9274919416675498,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct,0.883290311255718,0.0323772241749032,0.0843324645693788,0.883290311255718,0.8622773994829491,0.8622773994829491,raw_digitized,rt_scaled_to_preserve_absorptance_and_unit_budget,0.9161586442338774,0.019015858642116454,0.06482549712400616,0.9161586442338774,0.9097886350161029,0.9097886350161029,raw_digitized,rt_scaled_minor_digitization_residual_le_1pct
